text,created_date,rubrics
"Участники Великой Отечественной войны получили подарки и поздравительные открытки от администрации города Черемхово ко Дню Победы. 
 
В этом году в качестве подарков были выбраны праздничные продуктовые наборы, содействие в их приобретении оказали предприниматели города. Представители мэрии совместно с Советом ветеранов навестили участников войны, поздравили их с наступающим Днём Победы и вручили подарки. Как рассказала заместитель мэра по социально-культурным вопросам Елена Бокаева, продуктовые наборы вручены и инвалидам войны, узникам, а также жителям Блокадного Ленинграда. В Черемхово продуктовые наборы получили 20 человек.",2019-05-09 01:51:07,"['VK-1603736028819866', 'VK-12072451806', 'VK-78649779899']"
"На базе Центра управления в кризисных ситуациях Главного управления МЧС России по Иркутской области открыта «горячая линия» для жителей Иркутской области, которые хотят принять участие в ликвидации природных пожаров. Сотрудниками МЧС России будут сформированы патрульные группы из числа добровольцев для проведения профилактических мероприятий по недопущению возникновения пожаров. Запись и регистрация граждан ведется по номеру 8 (3952) 785930. Напомним, в центральных и южных районах Прибайкалья сложилась неблагоприятная ситуация с природными пожарами. За прошедшие сутки их площадь увеличилась в два раза. Пожарно-спасательные подразделения 14 раз реагировали на возникающую угрозу для населённых пунктов, в 9 случаях угрозу представляли лесные пожары. Основной причиной пожаров остаётся деятельность человека: костры, палы травы, неосторожное обращение с огнём в лесу, выброшенные из проезжающих автомобилей непотушенные сигареты.",2019-05-09 01:35:12,"['VK-1603736028819866', 'VK-60298740423', 'VK-31400871143']"
"По информации Иркутского управления по гидрометеорологии и мониторингу окружающей среды, 8 мая местами по области ожидается: западный, северо-западный ветер порывы 15-20 м/с, днём в западных, центральных, южных, верхнеленских районах порывы 17-22 м/с; местами дождь, мокрый снег, днём грозы. 
 
8 мая местами по области, 9 мая в южных, западных и центральных районах ожидается высокая 4 класса и чрезвычайная 5 класса пожароопасность лесов. 
 
В большинстве районов Прибайкалья уже установилась высокая и чрезвычайная пожароопасность лесов: 
 
— чрезвычайно высокий класс (5 класс) пожарной опасности на территории 15 районов (Качугский, Жигаловский, Зиминский, Заларинский, Нукутский, Балаганский, Усть-Удинский, Аларский, Боханский, Черемховский, Иркутский, Эхирит-Булагатский, Баяндаевский, Ольхонский, Нижнеудинский); 
 
— высокий класс (4 класс) пожарной опасности на территории 5 районов области (Тайшетский, Ангарский, Шелеховский, Осинский); 
 
— средний класс пожарной опасности на территории 5 районов области (Киренский, Усть-Кутский, Чунский, Казачинско-Ленский, Тулунский). 
 
Главное управление МЧС России по Иркутской области предупреждает: в Прибайкалье сложились неблагоприятные погодные условия для пожарной безопасности! На территории региона действует особый противопожарный режим, который определяет двойной размер суммы штрафов на граждан, должностных и юридических лиц за его нарушение. В условиях повышенной пожароопасности и при сильном ветре запрещено использование открытого огня, который несет угрозу населенным пунктам и объектам экономики, жизни и здоровью населения! Из-за высоких и чрезвычайных классов пожарной опасности действует запрет на посещения лесов – в регионе выставлены посты по ограничению доступа в них. 
 
Информацию о нарушении правил пожарной безопасности вы можете сообщить, позвонив на телефон доверия Главного управления МЧС России по Иркутской области — 8 (3952) 39-99-99. При пожаре звонить «101». 
 
При обнаружении лесного пожара сообщите о нём на Единый номер круглосуточной диспетчерской службы авиалесоохраны -8-800-100-94-00.",2019-05-08 08:52:13,"['VK-1603736028819866', 'VK-16836475345', 'VK-32061633262']"
"Требуется продавец, сотовых телефонов, в г. Черемхово! А так же, расклейщики обьявлений! 
-Если ты активный, ответственный, хочешь получать достойную з/п, мы ждем тебя! 
-Проходит обучение, карьерный рост. График ночной 2/2 
Звонить по тел. 89249964849. Ольга",2019-05-08 08:43:36,"['VK-1603736028819866', 'VK-89302754353', 'VK-21912455152']"
"В городе Черемхово на мототрассе «Каскад» 5 мая 2019 года состоялись соревнования — Кубок Иркутской области по мотоциклетному спорту (по мотокроссу) 1 этап, посвященный 74-й годовщине победы в Великой Отечественной войне. 
 
В соревнованиях приняли участие 35 спортсменов из городов: Черемхово, Усолье-Сибирское, Ангарск, Иркутск, Вихоревка, Братск, Чита. 
 
Итоги соревнований подводились в личном и командном зачётах! 
 
По итогам гонки зафиксированы следующие результаты: 
 
Класс 65 см3 
 
1 место – Глеб Гулькин (г.Усолье-Сибирское); 
 
2 место – Третьяков Константин (г.Черемхово). 
 
Класс 85 см3 
 
1 место – Андрей Печников (г.Усолье-Сибирское); 
 
2 место – Артём Копытов (г.Ангарск); 
 
3 место – Даниил Мишанов (г.Ангарск). 
 
Класс 125 см3 
 
1 место – Андрей Печников (г.Усолье-Сибирское); 
 
2 место – Эдуард Тюменцев (г.Ангарск). 
 
Класс 250 см3 
 
1 место – Михаил Лончаков (г.Черемхово); 
 
2 место – Евгений Голушко (г.Ангарск); 
 
3 место – Никита Черняков (г.Черемхово). 
 
Класс OPEN-2 
 
1 место – Аркадий Тюменцев (г.Ангарск) 
 
2 место – Вадим Слюнков (г.Усолье-Сибирское); 
 
3 место – Алексей Тарасов (г.Черемхово) 
 
Класс Ветераны 
 
1 место – Владимир Суринов (г.Братск); 
 
2 место – Александр Максимов (г.Усолье-Сибирское); 
 
3 место – Александр Сибиряков (г.Чита) 
 
В командном зачете 1 место у ангарчае, 2 место заняли спортсмены из г.Усолье-Сибирское, черемховцы заняли 3 место. 
 
Спортсмены были награждены кубками, грамотами и ценными призами. 
 
Отдел по ФКСиМ администрации города Черемхово",2019-05-08 03:21:49,"['VK-1603736028819866', 'VK-89287909247', 'VK-37320082141']"
"Многие граждане являются владельцами имущества – квартиры, жилого дома, машины, земельного участка. Кто имеет право на льготы и как их получить, — рассказывает начальник межрайонной ИФНС России №18 по Иркутской области Лариса Чувилькина. 
 
— Лариса Александровна, какие налоги уплачивают граждане? 
 
— Налог на имущество физических лиц, транспортный и земельный налоги. Срок их уплаты -1 декабря. 
 
— Кто может обратиться за получением налоговых льгот? 
 
-По каждому налогу установлены категории граждан, которые полностью или частично освобождаются от уплаты налогов. Заявить о праве на налоговую льготу могут налогоплательщики, у которых это право впервые возникло в 2018 году (пенсионеры, ветераны труда, лица предпенсионного возраста), граждане, которые не воспользовались своим правом раньше, а также лица, обязанные ежегодно подтверждать право на налоговую льготу, например, инвалиды. 
 
Дополнительные налоговые вычеты, начиная с налогового периода 2018 года, предоставляют физическим лицам, имеющим трех и более несовершеннолетних детей (многодетным семьям): 
 
— по земельному налогу в размере кадастровой стоимости 600 кв. м площади одного земельного участка; 
 
— по налогу на имущество физических лиц (при исчислении налога в зависимости от кадастровой стоимости имущества) в размере 5 кв. м общей площади квартиры, части квартиры, комнаты и 7 кв. м общей площади жилого дома, части жилого дома в расчете на каждого несовершеннолетнего ребенка. 
 
Обращаю внимание, что льготы носят заявительный характер. Налогоплательщики, получившие право на них, должны самостоятельно подать соответствующее заявление в налоговый орган. 
 
— Кто имеет право на льготы по налогу на имущество? 
 
— Пенсионеры, инвалиды 1 и 2 групп, инвалиды с детства, ветераны боевых действий, военнослужащие и другие категории граждан, нуждающиеся в социальной защите. 
 
— Какие объекты недвижимости попадают под льготное налогообложение? 
 
— Налоговая льгота по выбору налогоплательщика предоставляется в отношении одного объекта каждого из пяти видов имущества, определенных Налоговым кодексом: квартиры или комнаты; жилого дома; гаража или машино-места; помещения, используемого в качестве творческих мастерских, ателье, студий; хозяйственного строения или сооружения. Если гражданин имеет несколько объектов разных категорий: например, квартиру, жилой дом и гараж, то льгота предоставляется на каждый из них. 
 
— Расскажите подробнее о льготах по транспортному налогу. 
 
-Освобождены от уплаты налога ветераны труда, инвалиды, один из родителей многодетной семьи, имеющей трех и более детей, не достигших возраста 18 лет (или студентов до 24 лет), в отношении одного транспортного средства (по выбору) следующих категорий: легковых автомобилей с мощностью двигателя до 100 л.с.; легковых автомобилей, с момента выпуска которых прошло 7 лет и более, с мощностью двигателя от 100 до 125 л.с.; мотоциклов и мотороллеров до 40 л.с.; водных транспортных средств с мощностью двигателя до 100 л.с. 
 
— А пенсионеры уплачивают транспортный налог? 
 
— Да, но в меньшем размере. Граждане, получающие трудовую пенсию по старости, уплачивают налог в размере 20% от установленных налоговых ставок в отношении одного транспортного средства по выбору из выше перечисленных категорий. 
 
— Кто может получить освобождение от уплаты земельного налога? 
 
— Налоговая база уменьшается на величину кадастровой стоимости 6 соток земельного участка, для инвалидов 1 и 2 групп, инвалидов с детства, ветеранов и инвалидов боевых действий; пенсионеров и других категорий граждан, имеющих право на получение социальной поддержки. 
 
Подробную информацию об условиях налогообложения в регионе и каждом www.nalog.ru или по телефону единой справочной службы: 8-800-222-22-22 (звонок бесплатный).",2019-05-08 02:27:00,"['VK-1603736028819866', 'VK-65603330720', 'VK-93467220804']"
"«Требуются девушки для работы с проживанием от 18 до 35 лет». Несложно догадаться, для какого рода занятий набирают девушек из заданного возрастного диапазона. 
 
С рынком труда в маленьком шахтерском городе — откровенная беда. Молодёжь с образованием и карьерными запросами спешит покинуть город. От прежней, советской, промышленности ничего не осталось — разве что уголь до сих пор добывают открытым способом, но и эта отрасль в Черемхово признана нерентабельной. 
 
Единственная сфера, где наблюдается рост — торговля. Множатся торговые точки, но работа продавцом едва ли может удовлетворить карьерные ожидания молодых людей с высшим образованием. 
 
Так что неудивительно, что такие объявления, не стесняясь, развешивают на всеобщее обозрение. 
 
Другой вопрос: куда смотрит местная полиция?",2019-05-08 02:17:31,"['VK-1603736028819866', 'VK-75088257835', 'VK-34249474392']"
"11 мая в 10-00 на площади им. Ленина пройдет традиционная ярмарка садоводов и огородников «Дачный сезон». В широком ассортименте будут представлены товары для садоводства и огородничества, семена, саженцы, рассада, инструменты и удобрения. В ярмарке примут участие клубы садоводов «Надежда», «Академия на грядках» (г. Ангарск), «Удача», черемховский детский эколого-биологический центр, ООО «Зеленый город» (ИП Семенов А.М.) и другие. 
 
Приглашаем черемховцев и гостей города посетить ярмарку садоводов и огородников. По вопросам участия обращайтесь по телефону 8(39546)5-03-37 (отдел торговли администрации города Черемхово, ул. Ф. Патаки, 6, каб. 217).",2019-05-08 01:59:59,"['VK-1603736028819866', 'VK-44988596167', 'VK-51598060727']"
"Еще тогда нас не было на свете.

В этом году мы отмечаем знаменательную дату – 74 года со Дня Победы народов нашей многонациональной Родины в Великой Отечественной войне, победы, доставшейся стране ценой великих подвигов и неимоверных потерь. Сегодня мы склоняем головы перед памятью миллионов погибших защитников Отечества, чей подвиг привёл к победе над врагом. 
 
Вечная им слава! Вечная память! 
 
Стихотворение читают ученики 2-го А класса МОУ «Школа № 1 г.Черемхово»",2019-05-08 01:38:36,"['VK-1603736028819866', 'VK-30889446795', 'VK-36998121069']"
"22 мая 2019 года с 13.00 до 15.00 часов в помещении филиала по адресу: Иркутская область, г.Черемхово, ул.Некрасова,15 состоится приём по личным вопросам директором филиала №12 Государственного учреждения - Иркутского регионального отделения Фонда социального страхования Российской Федерации АЛТУНИНОЙ НАТАЛЬЕЙ ГЕННАДЬЕВНОЙ (вопросы обеспечения техническими средствами реабилитации инвалидов, санаторно-курортным лечением, выплаты пособий по временной нетрудоспособности, в связи с материнством и детством, страховые выплаты и др.)

Телефоны для справок: 8 (39543) 6-63-47 8 (39543) 7-20-90",2019-05-07 06:50:19,"['VK-1603736028819866', 'VK-94627906521', 'VK-70413453481']"
"29.04.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.1-я Лермонтова, д.5. В результате пожара повреждено неэксплуатируемое здание. Предварительной причиной пожара послужило неосторожное обращение с огнем.

29.04.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.Маяковского, район д.197. В результате пожара уничтожена уничтожен забор. Предварительной причиной пожара послужило неосторожное обращение с огнем.

30.04.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.1-ая Линейная, д.54. В результате пожара повреждена летняя кухня. Предварительной причиной пожара послужило короткое замыкание электропроводов.

30.04.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: Черемховский район, с.Нижняя Иреть, ул.Полевая д.8. В результате пожара уничтожен забор. Предварительной причиной пожара послужило неосторожное обращение с огнем.

30.04.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: п.Михайловка, гаражный кооператив «Березка». В результате пожара уничтожены сгораемые части автомобиля, поврежден гараж. Предварительной причиной пожара послужило неосторожное обращение с огнем.

01.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.1-я Свирская, д.9. В результате пожара уничтожены надворные постройки, поврежден дом. Предварительной причиной пожара послужило неосторожное обращение с огнем.

01.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: Черемховский район, п.Михайловка, ул.Стройгородок, д.5. В результате пожара уничтожен забор. Предварительной причиной пожара послужило неосторожное обращение с огнем.

02.05.2019 года произошел пожар по адресу: Черемховский район, п.Михайловка, ул.Садовая. В результате пожара повреждено неэксплуатируемое строение. Предварительной причиной пожара послужило неосторожное обращение с огнем.

03.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.Детская, д.43. В результате пожара уничтожены надворные постройки. Предварительной причиной пожара послужило неосторожное обращение с огнем.

03.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: Черемховский район, с.Лохово, пер.Колхозный, д.4, д.6. В результате пожара уничтожены надворные постройки. Предварительной причиной пожара послужила неисправность печного отопления.

03.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.Кочубея, д.2, кв.1, кв.2. В результате пожара уничтожены квартира №1, кровля дома, надворные постройки. Предварительной причиной пожара послужило неосторожное обращение с огнем.

04.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: Черемховский район, 10-й км Голуметского тракта. В результате пожара поврежден автомобиль. Предварительной причиной пожара послужило короткое замыкание электропроводов.

05.05.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Черемхово, ул.Советская, д.49. В результате пожара повреждены надворные постройки. Предварительной причиной пожара послужило неосторожное обращение с огнем.

МЧС России напоминает о необходимости строго соблюдать правила пожарной безопасности. Помните, что от этого зависит Ваша жизнь и жизнь Ваших близких, сохранность имущества.

В случае обнаружения пожара немедленно обращайтесь в службу спасения с мобильных телефонов — ""101""",2019-05-07 06:40:27,"['VK-1603736028819866', 'VK-90872927243', 'VK-57262197681']"
"Накануне сотрудников ГИБДД межмуниципального отдела МВД России «Черемховский», осуществлявших безопасность дорожного движения на улице Шевченко, привлек внимание автомобиль «Тойота Королла Филдер», который явно пытался скрыться от правоохранителей. Во время преследования данного транспортного средства, инспекторы неоднократно по средствам громкой связи требовали от водителя остановиться, однако водитель игнорировал неоднократные законные требования сотрудников полиции и продолжал движение, создавая реальную угрозу для других участников дорожного движения.

Во время погони водитель понял, что ему не скрыться от сотрудников ГИБДД, он бросил свой автомобиль и побежал от преследователей. За считанные секунды нарушителя удалось задержать.

Выяснилось, что водителем являлся 32-летний местный житель, управляющий автомобилем в состоянии алкогольного опьянения. Более того, по решению суда он уже был лишён водительских прав на 18 месяцев за совершение аналогичного правонарушения.

В настоящее время задержанный привлечен к административной ответственности по статье 12.18 КоАП РФ «Невыполнение требования ПДД уступить дорогу пешеходам, велосипедистам или иным участникам дорожного движения (за исключением водителей транспортных средств), пользующихся преимуществом в движении». Решается вопрос о привлечении автомобилиста к уголовной ответственности по статье 264.1 Уголовного кодекса РФ «нарушение правил дорожного движения лицом, подвергнутым административному наказанию».",2019-05-07 05:54:43,"['VK-1603736028819866', 'VK-55688171255', 'VK-84090246861']"
"Сегодня, 7 мая, дети из семей, находящихся в социально — опасном положении, проживающих на территории г.Черемхово приняли участие во Всероссийской акции «Георгиевская лента».

Главная задача акции: дать понятие «Георгиевская лента», ее ценность и значение, способствовать формированию военно-патриотического воспитания у детей; воспитывать любовь к Родине, интерес к ее героической истории; формировать чувство гордости за воинов — защитников; воспитывать любовь и уважение к ветеранам войны, вызывать желание быть похожими на них.

Также ребята возложили цветы к мемориалу «Слава героям»",2019-05-07 05:51:38,"['VK-1603736028819866', 'VK-32518258504', 'VK-91455829251']"
"В преддверии празднования 74-ой годовщины Победы сотрудники Госавтоинспекции проводят мероприятия, призванные напомнить молодому поколению о подвиге народа и выразить уважение и благодарность участникам войны и труженикам тыла. В эти дни по всей стране автоинспекторы вручают участникам дорожного движения георгиевские ленты и напоминают о необходимости строгого соблюдения ПДД.

Сотрудники ГИБДД Межмуниципального отдела МВД России «Черемховский» не остались в стороне и совместно с представителями отдела по молодежной политики г. Черемхово присоединились к проведению Всероссийской акции «Георгиевская ленточка».

Ребята вручали пешеходам и автомобилистам оранжево-черные ленты, символизирующие память о героическом прошлом страны, а дорожные полицейские в свою очередь, напомнили всем участникам дорожного движения о важности соблюдения Правил дорожного движения в период предстоящих майских праздников и вручили памятки.

Организаторы мероприятия искренне верят, что водители прислушаются к теплым пожеланиям и будут внимательными за рулем автомобиля не только в праздничные дни.

Уважаемые участники дорожного движения! Госавтоинспекция призывает всех водителей не преступать закон. Если Вы выпили, ни в коем случае не позволяйте себе сесть за руль автомобиля! Последствия «нетрезвой» поездки могут быть очень плачевными. Водитель, управляя транспортным средством в состоянии опьянения, представляет собой огромную угрозу для всех участников дорожного движения! Только совместными действиями — взаимопониманием и взаимоуважением, дисциплинированностью и осознанным выполнением всех требований, возможно, обеспечить спокойствие и порядок на дорогах!",2019-05-07 03:57:32,"['VK-1603736028819866', 'VK-72130099141', 'VK-64250389718']"
"26 апреля 1986 года в ликвидации крупномасштабной аварии и её последствиях приняли участия сотрудники органов внутренних дел. 

Накануне сотрудники межмуниципального отдела МВД России «Черемховский» поздравили ветеранов МВД, которые большую часть своей жизни отдали службе в органах внутренних дел. 

Сохранить память и рассказать о героях, служивших на месте катастрофы, основная цель встречи полицейских поколений. В торжественную обстановку были приглашены Ветераны МО МВД «Черемховский» в честь международной катастрофы на Чернобыльской АЭС 26 апреля 1986 года. С момента техногенной катастрофы на ЧАЭС прошло 33 года. В ликвидации аварии участвовали больше 600 тысяч человек, большинство из которых были военнослужащими. Также в её ликвидации приняли участия и сотрудники Черемховской милиции Ветераны МВД Божко Владимир и Пушкаренко Виктор. 

Начальник межмуниципального отдела МВД России «Черемховский» полковник полиции Сергей Линский поздравил ветерана Божко Владимира, выразил слова благодарности и вручил ценный подарок с пожеланиями крепкого здоровья и семейного благополучия.",2019-05-07 03:42:13,"['VK-1603736028819866', 'VK-97217476840', 'VK-79509774215']"
"24-26 апреля 2019 года в Иркутске прошли традиционные соревнования, посвященные памяти сотрудников правоохранительных органов, погибших при исполнении служебного долга.

В соревнованиях приняли участие 25 коллективов, более 600 сотрудников органов безопасности и правопорядка Иркутской области. Среди участников была наша сборная команда МО МВД «Черемховский» в состав, в который входили и сотрудники МЧС. Наши участники завоевали общекомандное 2 место.

В комбинированной эстафете и в игре по мини-футболу команда сотрудников выиграла два 2-х места. В игре по теннису заняли 3-е место. Стеклянников Николай в армрестлинге занял 1 место. В пулевой стрельбе Кравчук Денис занял 2 место.

Начальник МО МВД «Черемховский» полковник полиции Сергей Линский поздравил участников команд с победой в спортивных соревнованиях, и вручили победителям спортивные кубки, медали, грамоты и поощрительные призы.",2019-05-07 03:36:55,"['VK-1603736028819866', 'VK-75604783494', 'VK-78162106481']"
"30 апреля мэр Черемхово Вадим Семенов провел заседание антитеррористической комиссии. Основной вопрос повестки – обеспечение безопасности во время празднования Дня Победы. «По опыту прошлых лет нам известно, сколько людей участвует в массовых праздничных мероприятиях. Сообща нам необходимо обеспечить условия максимальной безопасности для горожан и гостей города, — подчеркнул на заседании Вадим Семенов.

Город отметит праздник концертными программами, военно-патриотическими конкурсами, спортивными мероприятиями. Торжественный митинг, посвященный Дню Победы «Живая память поколений» начнется в 10 утра у мемориала «Слава героям». Затем в 10.30 по улицам города пройдет шествие «Бессмертного полка». В этом году изменен маршрут памятного шествия. Колонна начнет свое шествие с пересечения улиц Горького и Некрасова, родственники с портретами фронтовиков проследуют по улице Ференца Патаки до площади имени Ленина. В 15.00 состоится автопробег «Машина боевая». А в 16.00 в Парке культуры и отдыха всех ждет праздничный концерт творческих коллективов.

С 1 мая силовые структуры города перешли на усиленный вариант несения службы. Пристальное внимание уделят охране правопорядка на городских улицах и в местах массового скопления людей. На сегодняшний день во всех учреждениях, задействованных в работе в праздничные дни, изданы приказы, назначены ответственные лица. В целом обеспечить безопасность праздничных мероприятий, посвященных Дню Победы, город готов.",2019-05-07 03:26:08,"['VK-1603736028819866', 'VK-18159309152', 'VK-13169408166']"
"10:00 — Торжественный митинг «Живая память поколений» (мемориал «Слава Героям!»)

10:30 — Шествие «Бессмертного полка» (мемориал «Слава Героям!» — площадь Ленина)

В этом году изменен маршрут памятного шествия «Бессмертного полка». Колонна начнет свое шествие с пересечения улиц Горького и Некрасова, родственники с портретами фронтовиков проследуют по улице Ференца Патаки до площади имени Ленина.
11:30 — Праздничные мероприятия «Великая память Великой Победы» (Площадь Ленина)

15:00 — Праздничные мероприятия «Не гаснет памяти огонь» (ПКиО)

15:00 — Автопробег «Машина боевая»

10 Мая!

11:00 — Личное первенство г. Черемхово по настольному теннису, посвященное 74-ой годовщине Победы в ВОВ (Фок «ЦДС»)

11:00 — Соревнования по баскетболу посвященное 74-ой годовщине Победы в ВОВ (стадион «Шахтер»)

13:00 — Первенство г. Черемхово по игровой эстафете, посвященное 74-ой годовщине Победы в ВОВ (стадион «Шахтер»)

15:00 — Первенство г.Черемхово по плаванию посвященное 74-ой годовщине Победы в ВОВ (бассейн «70 лет Великой Победы»)",2019-05-07 03:24:50,"['VK-1603736028819866', 'VK-89222852307', 'VK-94529746056']"
"Про #алименты, бракованный #брак, и обиженного папу.
Эксперты города #Черемхово в теме.
[id216006251|Кирилл Максунов], [id164978907|Александр Никулин], [id140135441|Наталья Иванова]",2019-05-06 13:39:21,"['VK-1603736028819866', 'VK-14933412013', 'VK-82504788072']"
"Для комфорта и удобства горожан, в Родительский день, 7 мая будут организованы специальные рейсы муниципального общественного транспорта до городского кладбища. Автобусы начнут курсировать с 10-00 до 18-00 с интервалом в час. Как рассказал заместитель мэра — председатель комитета жизнеобеспечения Евгений Середкин, дополнительные автобусы будут курсировать по маршруту «Площадь им. Ленина — городское кладбище» по двум маршрутам, «верхнему» (следующему по улицам Некрасова – Ф.Патаки – Ленина – П. Старостина — городское кладбище и обратно) и «нижнему» (с охватом улиц Некрасова, Горького, Плеханова, Советской, проезда Краснопеева до городского кладбища и обратно). А также временно изменится маршрут №6 «РПС – городское кладбище – детская больница».",2019-05-06 06:40:04,"['VK-1603736028819866', 'VK-42636930820', 'VK-23531416845']"
